rna_id,sequence_length,historical_pair_count,reproduced_pair_count,exact_pair_set_match,historical_only_pair_count,rerun_only_pair_count,status,failure_reason,command,input_fasta_path,input_fasta_sha256,raw_stdout_path,raw_stdout_sha256,stderr_path,stderr_sha256,petfoldrr_path,petfoldrr_sha256,runtime_seconds,exit_code,output_structure
1XWU_16_hp_nmr_A,16,4,4,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/1XWU_16_hp_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1XWU_16_hp_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/1XWU_16_hp_nmr_A.fasta,58d5e4d8df6507fe7d320d15c8e27c2812475a6596db1ec2664bbf8a290e1afa,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1XWU_16_hp_nmr_A.stdout.txt,87f649714ccf99c3f76a93b9ec0c38283ba4889a530e66610e7f2cec8b93232b,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/1XWU_16_hp_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1XWU_16_hp_nmr_A.petfoldrr,539110e01487290f823562378e25d78650c3b9a84a237b7d6d198e7cb19e5227,0.007234,0,((((.......)))).
1TBK_17_hp_nmr_A,17,6,6,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/1TBK_17_hp_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1TBK_17_hp_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/1TBK_17_hp_nmr_A.fasta,93a3b016f208bba61a0da696845ce6ab23c0ca91215b646157600c6173cd7739,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1TBK_17_hp_nmr_A.stdout.txt,a7f2c04d7cfa16bfb47e8d74cb3cd2264a6c89ca3e4d635643e245980f03c0fd,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/1TBK_17_hp_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1TBK_17_hp_nmr_A.petfoldrr,c96d0b9e71df835b8aac3e641de0a7902729c7d8f3e839e0460bb1367a99f629,0.006852,0,((((((.....))))))
2M21_21_hp_nmr_A,21,7,7,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/2M21_21_hp_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2M21_21_hp_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/2M21_21_hp_nmr_A.fasta,078a91190276ab0af2a412a14d24fc2f65ae8303e38feb8895941c73a3cb067a,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2M21_21_hp_nmr_A.stdout.txt,77ea94216bc61a2f65875fa6f6182709ed144ef5146facbc011467da708cf871,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/2M21_21_hp_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2M21_21_hp_nmr_A.petfoldrr,34bc3f953216980aa16ecf61b78d4ec691b680411fa59764547a628abe9950e1,0.005174,0,(((((((.......)))))))
5A17_32_hp_nmr_A,32,10,10,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/5A17_32_hp_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/5A17_32_hp_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/5A17_32_hp_nmr_A.fasta,f1f16ff98e93c5e90ec675d83cc1c2e10ca9200c122ec02723e6bd3838274265,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/5A17_32_hp_nmr_A.stdout.txt,11e8d95292f8a7963e232d87b293d6f4add0126ccd176f529f424fd2089edc48,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/5A17_32_hp_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/5A17_32_hp_nmr_A.petfoldrr,d88955954726da24b9b38ba4f6b6f4c77b3bbbf589722aa10393ba24eab1e13a,0.006154,0,((((((((...((.......))..))))))))
9FO9_33_hp_nmr_A,33,12,12,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/9FO9_33_hp_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9FO9_33_hp_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/9FO9_33_hp_nmr_A.fasta,7ae0b8a3bb64a4f2fc5a14f0d97f13e9d4d4d89296463e1c4601a356a5407b93,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9FO9_33_hp_nmr_A.stdout.txt,e80c77fe325bb4e1f5e41cd486568cb4f3ec2d6a72ce895297ee9609bbcc0634,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/9FO9_33_hp_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9FO9_33_hp_nmr_A.petfoldrr,d7cce0648207bd28bb136d70e55c588192b5e61f7bada93acb3f054a7b284095,0.00638,0,(((((((.(((((......)))))..)))))))
1A60_44_pseudknot_nmr_A,44,11,11,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/1A60_44_pseudknot_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1A60_44_pseudknot_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/1A60_44_pseudknot_nmr_A.fasta,c0d6f8d099767e91017e1a420a54ab2c90131bccac5112296b3da898cf797a23,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1A60_44_pseudknot_nmr_A.stdout.txt,45d72960a36c31f0448aee25f043acfc08cd8b83ab0e8bc16da24c7317e43dbd,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/1A60_44_pseudknot_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/1A60_44_pseudknot_nmr_A.petfoldrr,51084a8057a6247e9d04e852887106bdb2a8a23ddf53cf5c9c62ee4878737732,0.011129,0,(((((.......)))))......((((((......))))))...
2MQT_68_hpbulge_nmr_A,68,28,28,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/2MQT_68_hpbulge_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2MQT_68_hpbulge_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/2MQT_68_hpbulge_nmr_A.fasta,0bf213b4cc8e50ca37e9ffa8372d9afb034ca9571493be0a9a3fe8f1f087243f,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2MQT_68_hpbulge_nmr_A.stdout.txt,6cc713385fe7768cff4ff47c2a39efb034c2729ff6551016370693a7cae38479,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/2MQT_68_hpbulge_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2MQT_68_hpbulge_nmr_A.petfoldrr,97c4f95f1c9325b024b6e2efa9cb35ac702d5ce66de857eb5baad01c30836754,0.02518,0,((((((((((((((...((((((..((((.((((....))))))))..))))))))))))))))))))
7LYG_142_4wj_xray_A,142,50,50,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/7LYG_142_4wj_xray_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/7LYG_142_4wj_xray_A.petfoldrr,/root/autodl-tmp/data/sequences/7LYG_142_4wj_xray_A.fasta,fa7db77a2851679ac251c1580a9601edbe639b317e62421ce0adc56739b64f50,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/7LYG_142_4wj_xray_A.stdout.txt,f7f03d4775b3b892ba9ab854e198788781cdc85c4a63a4d93ef0d15c30b4c17b,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/7LYG_142_4wj_xray_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/7LYG_142_4wj_xray_A.petfoldrr,e044d3f4edcbeaa81d1eaae6ba5ef8fcab9f3437918accce9bf3230ea769ae6e,0.142383,0,(((((((..((((........)))).(((((((((((((((((((((...(((((((.(((....))))))))))(((....))).)).)))).))))))))))))))).....(((((.......))))))))))))....
2N1Q_155_4wj_nmr_A,155,48,48,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/2N1Q_155_4wj_nmr_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2N1Q_155_4wj_nmr_A.petfoldrr,/root/autodl-tmp/data/sequences/2N1Q_155_4wj_nmr_A.fasta,a93cae39abfd41e9a7579bfec375b9e135b36424fdc72e6eef1331d47ba767f1,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2N1Q_155_4wj_nmr_A.stdout.txt,84444643bc80594ccc86ea6f109ccd972ccb164df1cb60ffc1f81a853522936d,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/2N1Q_155_4wj_nmr_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/2N1Q_155_4wj_nmr_A.petfoldrr,49b4767e28a05b79e708a2b65c6dabe96986cf8117c75198991e055eb1405af7,0.211464,0,(((((((((((.(.......(((((((....)))))))(((....)))...((....((((.(((((((....)))))))...))))..))(((((((....))).)))).......(...(((((....)))))...)..).))))))))))).
9G7C_224_4wj_cryoEM_A,224,64,64,True,0,0,exact,,PETFOLDBIN=/root/autodl-tmp/PETfold/bin /root/autodl-tmp/PETfold/bin/PETfold -f /root/autodl-tmp/data/sequences/9G7C_224_4wj_cryoEM_A.fasta -r /root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9G7C_224_4wj_cryoEM_A.petfoldrr,/root/autodl-tmp/data/sequences/9G7C_224_4wj_cryoEM_A.fasta,e8de7a066fa0bd85d0ecaa4fb06ceecdbe5343cdc6465af8e31c7fa858e389ed,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9G7C_224_4wj_cryoEM_A.stdout.txt,be5037ac0fd52f37258dcc7870262c154017b33df400ebb3708433acb01d9d4a,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_logs/9G7C_224_4wj_cryoEM_A.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/root/autodl-tmp/rna-ccfa/results/petfold_reproduction/legacy121_raw/9G7C_224_4wj_cryoEM_A.petfoldrr,089847e03573d9c6b768a3676030ab59eb8a6ee70e361becd7b4445e97589ae7,0.650875,0,.(((((((((((((((((((...........)))))))))))....((..(((.....((((((......)))))).....)))..))(((((....)))))(((.(((((((((((((......))))))))))))).)).)(...((.(((((........))))).)).)...(((((............))))).................)))))))).
